,Place
1635,"കാസര്‍കോഡ്
"
1636,"ആറ്റിങ്ങല്‍
"
1637,"കോറമണ്ഡല്‍
"
1638,"നാസിക്
"
1639,"ഷില്ലോങ്
"
1640,"ഹവേലി
"
1641,"ജംഷട്പൂര്‍
"
1642,"നെല്ലിയാംപതി
"
1643,"ചത്തീസ്ഘട്ട്
"
1644,"വിശാഖപട്ടണം
"
1645,"കണ്ണൂര്‍
"
1646,"മുറൈ
"
1647,"കാരക്കല്‍
"
1648,"ഉത്തരാഞ്ചല്‍
"
1649,"ഇരുളം
"
1650,"ത്രിപുര
"
1651,"വേളാങ്കണ്ണി
"
1652,"ജമല്‍പൂര്‍
"
1653,"അഗര്‍ത്തല
"
1654,"നൊയ്ഡ
"
1655,"റാണിപുരം
"
1656,"ലക്നൗ
"
1657,"ഇന്‍ഡോര്‍
"
1658,"ഗോളിയര്‍
"
1659,"സികര്‍
"
1660,"രാജസ്ഥാന്‍
"
1661,"രാമേശ്വരം
"
1662,"അജഞ
"
1663,"ഉത്തര്‍പ്രദേശ്
"
1664,"ജമല്‍പൂര്‍
"
1665,"അഹമ്മദാബാദ്
"
1666,"നാഗര്‍കോവില്‍
"
1667,"തേനിമല
"
1668,"സേലം
"
1669,"കാഞ്ചി
"
1670,"തൂത്തുക്കുടി
"
1671,"കൊടൈക്കനാല്‍
"
1672,"കായംകുളം
"
1673,"തിരൂപ്പതി
"
1674,"പെരുമ്പാവൂര്‍
"
1675,"മണിപ്പൂര്‍
"
1676,"ചേലക്കര
"
1677,"പാരിപ്പള്ളി
"
1678,"നയാഗ്ര
"
1679,"മാംഗ്ലൂര്‍
"
1680,"ജമ്മു
"
1681,"മഹാരാഷ്ട്ര
"
1682,"കരകുളം
"
1683,"കോര്‍ബ
"
1684,"ഉജ്ജയന്‍
"
1685,"ഹിമാചല്‍പ്രദേശ്
"
1686,"ശബരിമല
"
1687,"കായംകുളം
"
1688,"ഭരത്പൂര്‍
"
1689,"ആലംകോട്
"
1690,"ജഗ്ദല്‍പൂര്‍
"
1691,"ഇടുക്കി
"
1692,"പൂനെ
"
1693,"കാരക്കല്‍
"
1694,"കോഴിക്കോട്
"
1695,"ഹൈദ്രാബാദ്
"
1696,"ഷോലാപ്പൂര്‍
"
1697,"ഗുല്‍ബര്‍ഗ്
"
1698,"പിറവം
"
1699,"സംബല്‍പൂര്‍
"
1700,"മാഹി
"
1701,"തൂത്തുക്കുടി
"
1702,"വഡോവര
"
1703,"കല്ലറ
"
1704,"ജബല്‍പൂര്‍
"
1705,"പമ്പ
"
1706,"ഗുജറാത്ത്
"
1707,"മീററ്റ്
"
1708,"ജലന്ദര്‍
"
1709,"ഊട്ടി
"
1710,"രാജസ്ഥാന്‍
"
1711,"തിരിച്ചിറപ്പള്ളി
"
1712,"നിസാമാബാദ്
"
1713,"തട്ടേക്കാട്
"
1714,"മണിപ്പൂര്‍
"
1715,"മലപ്പുറം
"
1716,"ലുധിയാന
"
1717,"വിജയവാഡ
"
1718,"മുറൈ
"
1719,"മുസ്സൂറി
"
1720,"അലിഗര്‍
"
1721,"കോയമ്പത്തൂര്‍
"
1722,"ചന്ദ്രപൂര്‍
"
1723,"ത്രിപുര
"
1724,"ബീവന്തി
"
1725,"കോതമംഗലം
"
1726,"രാംപൂര്‍
"
1727,"ഗുല്‍ബര്‍ഗ്
"
1728,"സിലാപൂര്‍
"
1729,"ഗോളിയര്‍
"
1730,"ചെറു
"
1731,"ജമല്‍പൂര്‍
"
1732,"ഉദയ്പ്പൂര്‍
"
1733,"തൂത്തുക്കുടി
"
1734,"കല്യാണ്‍
"
1735,"നെടുങ്കണ്ടം
"
1736,"സികര്‍
"
1737,"ജംഷട്പൂര്‍
"
1738,"ഡെറാഡൂണ്‍
"
1739,"നെയ്യാറ്റിന്‍കര
"
1740,"തട്ടേക്കാട്
"
1741,"കല്‍പ്പറ്റ
"
1742,"കാപ്പില്‍
"
1743,"ഗുവാഹട്ടി
"
1744,"പോര്‍ബന്തര്‍
"
1745,"വാറങ്കല്‍
"
1746,"മുറൈ
"
1747,"കട്ടക്
"
1748,"കുന്നകുളം
"
1749,"ബരേലി
"
1750,"ഊട്ടി
"
1751,"മധ്യപ്രദേശ്
"
1752,"ഇടവ
"
1753,"പശ്ചിമബംഗാള്‍
"
1754,"കല്ലാര്‍
"
1755,"മാഹി
"
1756,"ജയ്പൂര്‍
"
1757,"ഗുല്‍ബര്‍ഗ്
"
1758,"ലുധിയാന
"
1759,"അമരാവതി
"
1760,"തിരിച്ചിറപ്പള്ളി
"
1761,"സേലം
"
1762,"ജംഷഡ്പൂര്‍
"
1763,"കരുനാഗപ്പള്ളി
"
1764,"മണിപ്പൂര്‍
"
1765,"ഇടവ
"
1766,"ന്യൂഡല്‍ഹി
"
1767,"ഗുവാഹട്ടി
"
1768,"കന്യാകുമാരി
"
1769,"പരവൂര്‍
"
1770,"പുരി
"
1771,"അംഗോള
"
1772,"നൊയ്ഡ
"
1773,"മഗധ
"
1774,"മുറൈ
"
1775,"കോയമ്പത്തൂര്‍
"
1776,"തേനി
"
1777,"നേമം
"
1778,"തിരൂപ്പതി
"
1779,"കുമാരപുരം
"
1780,"പത്തനംതിട്ട
"
1781,"നയാഗ്ര
"
1782,"കോസല
"
1783,"പോര്‍ബന്തര്‍
"
1784,"തിരുവല്ല
"
1785,"ഹരിദ്വാര്‍
"
1786,"ചെന്നിത്തല
"
1787,"ഡാക്ക
"
1788,"പാരിപ്പള്ളി
"
1789,"സിംല
"
1790,"ഇടത്വ
"
1791,"മുസ്സൂറി
"
1792,"ഔറംഗബാദ്
"
1793,"വിജയവാഡ
"
1794,"റൂര്‍ക്കേല
"
1795,"നുങ്കംപക്കം
"
1796,"ഉത്തര്‍പ്രദേശ്
"
1797,"പൈനാവ്
"
1798,"ഗയ
"
1799,"ചെങ്ങന്നൂര്‍
"
1800,"കായംകുളം
"
1801,"ലഡാക്
"
1802,"കുറ്റാലം
"
1803,"വഴയില
"
1804,"പഞ്ചാബ്
"
1805,"വൈക്കം
"
1806,"ഏറ്റുമാനൂര്‍
"
1807,"പൊന്‍കണ്ടം
"
1808,"തിരുപ്പൂര്‍
"
1809,"കോയമ്പത്തൂര്‍
"
1810,"പൊന്‍കണ്ടം
"
1811,"കോഴിക്കോട്
"
1812,"ബിജ്പൂര്‍
"
1813,"അടിമാലി
"
1814,"തോട്ടപ്പള്ളി
"
1815,"തളിയോലപ്പറമ്പ്
"
1816,"സിക്കന്ദ്രാബാദ്
"
1817,"ചാര്‍ബഗ്ഗ്
"
1818,"കോഴിക്കോട്
"
1819,"കാഞ്ഞിരംകുളം
"
1820,"അഹമ്മദ്നഗര്‍
"
1821,"അഹമ്മദാബാദ്
"
1822,"സുല്‍ത്താന്‍ബത്തേരി
"
1823,"ഗുവാട്ടി
"
1824,"ഗുജറാത്ത്
"
1825,"ബരേലി
"
1826,"കോയമ്പത്തൂര്‍
"
1827,"നെയ്യാറ്റിന്‍കര
"
1828,"നേമം
"
1829,"ആലുവ
"
1830,"മണിപ്പൂര്‍
"
1831,"നുങ്കംപക്കം
"
1832,"കാര്‍ത്തികപള്ളി
"
1833,"ഹവേലി
"
1834,"ഇടുക്കി
"
1835,"നരിമാന്‍പോയിന്‍റ്
"
1836,"രാജസ്ഥാന്‍
"
1837,"വിതുര
"
1838,"അടൂര്‍
"
1839,"നാസിക്
"
1840,"ഭുവനേശ്വര്‍
"
1841,"കല്യാണ്‍
"
1842,"തോട്ടപ്പള്ളി
"
1843,"മുംബെ
"
1844,"എറണാകുളം
"
1845,"കോഴിക്കോട്
"
1846,"തേക്കടി
"
1847,"സഹരന്‍പൂര്‍
"
1848,"തെന്‍മല
"
1849,"ഹരിയാന
"
1850,"മഹാരാഷ്ട്ര
"
1851,"ചെറു
"
1852,"മാഹി
"
1853,"കുമാരപുരം
"
1854,"പൂനെ
"
1855,"ചാര്‍ബഗ്ഗ്
"
1856,"ഇടവ
"
1857,"തിരൂപ്പതി
"
1858,"ബരേലി
"
1859,"ചിറ്റൂര്‍
"
1860,"മൂന്നാര്‍
"
1861,"തളിയോലപ്പറമ്പ്
"
1862,"തളിയോലപ്പറമ്പ്
"
1863,"പാട്ന
"
1864,"റൂര്‍ക്കേല
"
1865,"നാസിക്
"
1866,"ത്രിപുര
"
1867,"അടിമാലി
"
1868,"ഔറംഗബാദ്
"
1869,"താനെ
"
1870,"കാഞ്ചിപുരം
"
1871,"വെല്ലൂര്‍
"
1872,"വഴയില
"
1873,"മിസ്സോറാം
"
1874,"കായംകുളം
"
1875,"ആലംകോട്
"
1876,"മലയാറ്റൂര്‍
"
1877,"മേഖാലയ
"
1878,"ജയ്പൂര്‍
"
1879,"കോവളം
"
1880,"പൊന്‍മുടി
"
1881,"തളിയോലപ്പറമ്പ്
"
1882,"പൈനാവ്
"
1883,"റാഞ്ചി
"
1884,"നൊയ്ഡ
"
1885,"കാഞ്ചിപുരം
"
1886,"ഉജ്ജയന്‍
"
1887,"കുമിളി
"
1888,"ശ്രീനഗര്‍
"
1889,"മുസ്സൂറി
"
1890,"വാരണാസി
"
1891,"വൈക്കം
"
1892,"പാറശാല
"
1893,"നൊയ്ഡ
"
1894,"ബീവന്തി
"
1895,"ആറംമുള
"
1896,"സംബല്‍പൂര്‍
"
1897,"പിമ്പി
"
1898,"ഫരീദാബാദ്
"
1899,"അടൂര്‍
"
1900,"കോതമംഗലം
"
1901,"സംബല്‍പൂര്‍
"
1902,"കാഞ്ഞിരംകുളം
"
1903,"ഗുവാട്ടി
"
1904,"പത്തനംതിട്ട
"
1905,"അഹമ്മദാബാദ്
"
1906,"ബര്‍വാനി
"
1907,"ലത്തൂര്‍
"
1908,"പോര്‍ബന്തര്‍
"
1909,"ഹിസാര്‍
"
1910,"തേക്കടി
"
1911,"ഘോരാക്പൂര്‍
"
1912,"അജ്മീര്‍
"
1913,"ചത്തീസ്ഘട്ട്
"
1914,"കരകുളം
"
1915,"കോര്‍ബ
"
1916,"ജമല്‍പൂര്‍
"
1917,"പോര്‍ബന്തര്‍
"
1918,"ഭരത്പൂര്‍
"
1919,"ബാംഗ്ലൂര്‍
"
1920,"ആറംമുള
"
1921,"കാര്‍ത്തികപള്ളി
"
1922,"ബിജ്പൂര്‍
"
1923,"നാഗ്പൂര്‍
"
1924,"ശ്രീരംഗപട്ടണം
"
1925,"നയാഗ്ര
"
1926,"കായംകുളം
"
1927,"കോട്ടയം
"
1928,"വാറങ്കല്‍
"
1929,"പൊന്‍കണ്ടം
"
1930,"പുരി
"
1931,"മല്ലപ്പള്ളി
"
1932,"ഭോപാല്‍
"
1933,"മഹാബലേശ്വര്‍
"
1934,"മൈസൂര്‍
"
1935,"പാപ്പനംകോട്
"
1936,"ഗയ
"
1937,"മുസ്സൂറി
"
1938,"ഗയ
"
1939,"ഊട്ടി
"
1940,"നൊയ്ഡ
"
1941,"ചെങ്ങന്നൂര്‍
"
1942,"മുസ്സൂറി
"
1943,"തേനി
"
1944,"പാരിപ്പള്ളി
"
1945,"കന്യാകുമാരി
"
1946,"തേനി
"
1947,"പാട്ന
"
1948,"കുറ്റാലം
"
1949,"കൊടൈക്കനാല്‍
"
1950,"വയനാട്
"
1951,"കുറ്റാലം
"
1952,"നാസിക്
"
1953,"മുംബെ
"
1954,"പിറവം
"
1955,"തൃശ്ശൂര്‍
"
1956,"അഗര്‍ത്തല
"
1957,"കോടമ്പക്കം
"
1958,"കോവളം
"
1959,"ഹരിദ്വാര്‍
"
1960,"കോയമ്പത്തൂര്‍
"
1961,"സൂററ്റ്
"
1962,"ശ്രീനഗര്‍
"
1963,"കോവളം
"
1964,"നാസിക്
"
1965,"ഗുജറാത്ത്
"
1966,"ദിസ്പൂര്‍
"
1967,"ചെങ്ങന്നൂര്‍
"
1968,"കാഞ്ഞിരംകുളം
"
1969,"കാപ്പില്‍
"
1970,"ചന്ദ്രപൂര്‍
"
1971,"പാറശാല
"
1972,"മുസ്സൂറി
"
1973,"പുരി
"
1974,"പാളയം
"
1975,"ഉദയ്പൂര്‍
"
1976,"കായംകുളം
"
1977,"അഹമ്മദ്നഗര്‍
"
1978,"അഗര്‍ത്തല
"
1979,"ചെറു
"
1980,"ഡാര്‍ജിലിംഗ്
"
1981,"ലത്തൂര്‍
"
1982,"മണിപ്പൂര്‍
"
1983,"കോടമ്പക്കം
"
1984,"ലക്നൗ
"
1985,"ആലുവ
"
1986,"വിജയവാഡ
"
1987,"പീരിമേട്
"
1988,"ഉജ്ജയന്‍
"
1989,"ചാര്‍ഘണ്ട്
"
1990,"ചെന്നിത്തല
"
1991,"ചാര്‍ബഗ്ഗ്
"
1992,"ചിറ്റൂര്‍
"
1993,"ഏറ്റുമാനൂര്‍
"
1994,"സരേലി
"
1995,"നെല്ലിയാംപതി
"
1996,"രാംപൂര്‍
"
1997,"മലപ്പുറം
"
1998,"ഒറീസ
"
1999,"എറണാകുളം
"
2000,"ചണ്ഡീഗട്ട്
"
2001,"പോര്‍ബന്തര്‍
"
2002,"കോഴിമല
"
2003,"വിജയവാഡ
"
2004,"കാരക്കല്‍
"
2005,"ഭുവനേശ്വര്‍
"
2006,"കോവളം
"
2007,"നയാഗ്ര
"
2008,"തിരിച്ചിറപ്പള്ളി
"
2009,"നങ്കി
"
2010,"മിസ്സോറാം
"
2011,"നയാഗ്ര
"
2012,"നാസിക്
"
2013,"പാളയം
"
2014,"കണ്ണൂര്‍
"
2015,"ജംഷട്പൂര്‍
"
2016,"ജബല്‍പൂര്‍
"
2017,"നുങ്കംപക്കം
"
2018,"അംഗോള
"
2019,"പെരുമ്പാവൂര്‍
"
2020,"തിരുവനന്തപുരം
"
2021,"ഡെറാഡൂണ്‍
"
2022,"മൈസൂര്‍
"
2023,"കല്‍പ്പറ്റ
"
2024,"മുസ്സൂറി
"
2025,"ചിറ്റൂര്‍
"
2026,"വാരണാസി
"
2027,"മാഹി
"
2028,"രാംപൂര്‍
"
2029,"പട്ടണക്കാട്
"
2030,"ജലന്ദര്‍
"
2031,"പോര്‍ബന്തര്‍
"
2032,"തളിയോലപ്പറമ്പ്
"
2033,"ബാരക്പൂര്‍
"
2034,"വാറങ്കല്‍
"
2035,"റാന്നി
"
2036,"ഋഷികേശ്
"
2037,"അങ്കമാലി
"
2038,"ഗാസിയാബാദ്
"
2039,"പെരുമ്പാവൂര്‍
"
2040,"ഉദയ്പ്പൂര്‍
"
2041,"പുറക്കാട്
"
2042,"കോയമ്പത്തൂര്‍
"
2043,"ചണ്ഡീഗട്ട്
"
2044,"കോസല
"
2045,"തളിയോലപ്പറമ്പ്
"
2046,"അഹമ്മദാബാദ്
"
2047,"ഗുവാഹട്ടി
"
2048,"സികര്‍
"
2049,"ചാര്‍ബഗ്ഗ്
"
2050,"രാജസ്ഥാന്‍
"
2051,"നൊയ്ഡ
"
2052,"ആനമുടി
"
2053,"എറണാകുളം
"
2054,"മുസ്സൂറി
"
2055,"ഗ്വാളിയര്‍
"
2056,"വാരണാസി
"
2057,"ആനമുടി
"
2058,"സിക്കന്ദ്രാബാദ്
"
2059,"ഹൗറ
"
2060,"മിസ്സോറാം
"
2061,"നാസിക്
"
2062,"കായംകുളം
"
2063,"ഇരാറ്റുപേട്ട
"
2064,"അടിമാലി
"
2065,"മാനസഗംഗോത്രി
"
2066,"ചെങ്ങന്നൂര്‍
"
2067,"നാഗര്‍കോവില്‍
"
2068,"ഗാസിയാബാദ്
"
2069,"മൈസൂര്‍
"
2070,"സിംല
"
2071,"ചെന്നിത്തല
"
2072,"കൊച്ചി
"
2073,"വാമനപുരം
"
2074,"ബീഹാര്‍
"
2075,"കാസര്‍കോഡ്
"
2076,"ജമല്‍പൂര്‍
"
2077,"ഭുവനേശ്വര്‍
"
2078,"കൊല്‍ഹാവൂര്‍
"
2079,"തേനിമല
"
2080,"കുറ്റാലം
"
2081,"ചെറു
"
2082,"ശ്രീരംഗപട്ടണം
"
2083,"ജഗ്ദല്‍പൂര്‍
"
2084,"ഗുല്‍ബര്‍ഗ്
"
2085,"ലഡാക്
"
2086,"അഹമ്മദാബാദ്
"
2087,"നരിമാന്‍പോയിന്‍റ്
"
2088,"ഗോളിയര്‍
"
2089,"പാപ്പനംകോട്
"
2090,"കൊല്‍ഹാവൂര്‍
"
2091,"കോട്ടയം
"
2092,"പൈനാവ്
"
2093,"ഹിന്ദുപൂര്‍
"
2094,"മിസ്സോറാം
"
2095,"തേക്കടി
"
2096,"തളിയോലപ്പറമ്പ്
"
2097,"ആനമുടി
"
2098,"ശ്രീനഗര്‍
"
2099,"ഗാസിയാബാദ്
"
2100,"ആറ്റിങ്ങല്‍
"
2101,"ചെങ്ങന്നൂര്‍
"
2102,"നെയ്യാറ്റിന്‍കര
"
2103,"വഡോവര
"
2104,"കുറ്റാലം
"
2105,"പഞ്ചാബ്
"
2106,"കൊര്‍ണാക്ക്
"
2107,"ഹൗറ
"
2108,"വാരണാസി
"
2109,"കുറ്റാലം
"
2110,"കാപ്പില്‍
"
2111,"നളന്ദ
"
2112,"ഭുവനേശ്വര്‍
"
2113,"അഹമ്മദ്നഗര്‍
"
2114,"മവേലിക്കര
"
2115,"ഏറ്റുമാനൂര്‍
"
2116,"ബരേലി
"
2117,"പാറശാല
"
2118,"സംബല്‍പൂര്‍
"
2119,"പെരുമ്പാവൂര്‍
"
2120,"മഗധ
"
2121,"ജയ്സാല്‍മര്‍
"
2122,"ജയ്സാല്‍മര്‍
"
2123,"കൊടൈക്കനാല്‍
"
2124,"ഡെറാഡൂണ്‍
"
2125,"പെരുമ്പാവൂര്‍
"
2126,"വേളി
"
2127,"കാഞ്ചിപുരം
"
2128,"ഹരിദ്വാര്‍
"
2129,"കൊല്‍ഹാവൂര്‍
"
2130,"ഫരീദാബാദ്
"
2131,"ഭുവനേശ്വര്‍
"
2132,"ദിസ്പൂര്‍
"
2133,"തേക്കടി
"
2134,"മലപ്പുറം
"
2135,"സിക്കന്ദ്രാബാദ്
"
2136,"കൊര്‍ണാക്ക്
"
2137,"ഇടുക്കി
"
2138,"റൂര്‍ക്കേല
"
2139,"നെടുങ്കണ്ടം
"
2140,"ആറംമുള
"
2141,"തിരിച്ചിറപ്പള്ളി
"
2142,"ശ്രീരംഗപട്ടണം
"
2143,"നയാഗ്ര
"
2144,"നയാഗ്ര
"
2145,"പോര്‍ബന്തര്‍
"
2146,"മുസ്സൂറി
"
2147,"വിജയവാഡ
"
2148,"ചെന്നൈ
"
2149,"മുംബെ
"
2150,"തിരുവല്ല
"
2151,"വിശാഖപട്ടണം
"
2152,"തിരുപ്പൂര്‍
"
2153,"മല്ലപ്പള്ളി
"
2154,"മണിപ്പൂര്‍
"
2155,"ചെങ്ങന്നൂര്‍
"
2156,"ആനമുടി
"
2157,"തളിയോലപ്പറമ്പ്
"
2158,"തിരിച്ചിറപ്പള്ളി
"
2159,"നൊയ്ഡ
"
2160,"പാളയം
"
2161,"പത്തനംതിട്ട
"
2162,"നെയ്യാറ്റിന്‍കര
"
2163,"കോഴിമല
"
2164,"ഉത്തര്‍പ്രദേശ്
"
2165,"നാഗപട്ടണം
"
2166,"നളന്ദ
"
2167,"ഗുജറാത്ത്
"
2168,"ജംഷഡ്പൂര്‍
"
2169,"പുറക്കാട്
"
2170,"ഇറ്റാനഗര്‍
"
2171,"ആലുവ
"
2172,"വാമനപുരം
"
2173,"പാട്ന
"
2174,"ഗുല്‍ബര്‍ഗ്
"
2175,"റാഞ്ചി
"
2176,"തിരുവല്ല
"
2177,"ബരേലി
"
2178,"ഭോപാല്‍
"
2179,"അഗര്‍ത്തല
"
2180,"ഉത്തരാഞ്ചല്‍
"
2181,"തളിയോലപ്പറമ്പ്
"
2182,"ഗുവാഹട്ടി
"
2183,"തളിയോലപ്പറമ്പ്
"
2184,"മവേലിക്കര
"
2185,"മാനസഗംഗോത്രി
"
2186,"എറണാകുളം
"
2187,"സഹരന്‍പൂര്‍
"
2188,"ലത്തൂര്‍
"
2189,"മലമ്പുഴ
"
2190,"മുസ്സൂറി
"
2191,"മൈസൂര്‍
"
2192,"ആലപ്പുഴ
"
2193,"കാഞ്ചിപുരം
"
2194,"ദിസ്പൂര്‍
"
2195,"ഗാന്ധിനഗര്‍
"
2196,"മാനസഗംഗോത്രി
"
2197,"കുന്നകുളം
"
2198,"കൊഹിമ
"
2199,"വഡോവര
"
2200,"കാര്‍ത്തികപള്ളി
"
2201,"നിസാമാബാദ്
"
2202,"കൊടൈക്കനാല്‍
"
2203,"കല്ലാര്‍
"
2204,"തെന്‍മല
"
2205,"തിരൂപ്പതി
"
2206,"കോടമ്പക്കം
"
2207,"കന്യാകുമാരി
"
2208,"വാറങ്കല്‍
"
2209,"കാഞ്ഞിരംകുളം
"
2210,"വാരണാസി
"
2211,"മാണ്ഡു
"
2212,"അമരാവതി
"
2213,"വാറങ്കല്‍
"
2214,"പനജി
"
2215,"മൂന്നാര്‍
"
2216,"പട്ടണക്കാട്
"
2217,"കോറമണ്ഡല്‍
"
2218,"മുസ്സൂറി
"
2219,"കോടമ്പക്കം
"
2220,"ചെന്നൈ
"
2221,"മേഖാലയ
"
2222,"ഉജ്ജയന്‍
"
2223,"ഗോളിയര്‍
"
2224,"മവേലിക്കര
"
2225,"അടൂര്‍
"
2226,"ഇംഫാല്‍
"
2227,"പിറവം
"
2228,"നെല്ലിയാംപതി
"
2229,"ഊട്ടി
"
2230,"സാഞ്ചി
"
2231,"ലഡാക്
"
2232,"പുരി
"
2233,"പശ്ചിമബംഗാള്‍
"
2234,"കുമാരപുരം
"
2235,"അമരാവതി
"
2236,"കുമാരപുരം
"
2237,"പമ്പ
"
2238,"കല്യാണ്‍
"
2239,"നൈനിറ്റാള്‍
"
2240,"ഒറീസ
"
2241,"അമരാവതി
"
2242,"ശ്രീരംഗപട്ടണം
"
2243,"പോര്‍ട്ട്ബ്ലയര്‍
"
2244,"നിസാമാബാദ്
"
2245,"കരകുളം
"
2246,"പൂനെ
"
2247,"തട്ടേക്കാട്
"
2248,"ഉദയ്പ്പൂര്‍
"
2249,"സൂററ്റ്
"
2250,"ഭോപാല്‍
"
2251,"രാംപൂര്‍
"
2252,"വാരണാസി
"
2253,"ആലുവ
"
2254,"ജബല്‍പൂര്‍
"
2255,"സിക്കന്ദ്രാബാദ്
"
2256,"മധ്യപ്രദേശ്
"
2257,"ഹിമാചല്‍പ്രദേശ്
"
2258,"ആലംകോട്
"
2259,"കൊല്‍ക്കത്ത
"
2260,"ഉജ്ജയന്‍
"
2261,"ഹരിദ്വാര്‍
"
2262,"പോര്‍ബന്തര്‍
"
2263,"ചെങ്ങന്നൂര്‍
"
2264,"റാണിപുരം
"
2265,"കൊട്ടിയം
"
2266,"മഹാരാഷ്ട്ര
"
2267,"പുലാന്‍പൂര്‍
"
2268,"വഴയില
"
2269,"നുങ്കംപക്കം
"
2270,"പത്തനംതിട്ട
"
2271,"ചത്തീസ്ഘട്ട്
"
2272,"വേളി
"
2273,"അങ്കമാലി
"
2274,"മലമ്പുഴ
"
2275,"തിരുവന്തപുരം
"
2276,"പട്ടണക്കാട്
"
2277,"തട്ടേക്കാട്
"
2278,"നയാഗ്ര
"
2279,"അമരാവതി
"
2280,"ചേലക്കര
"
2281,"ഹുംബി
"
2282,"ശബരിമല
"
2283,"കൊച്ചി
"
2284,"കല്ലാര്‍
"
2285,"കൊര്‍ണാക്ക്
"
2286,"കൊല്‍ക്കത്ത
"
2287,"ജംഷഡ്പൂര്‍
"
2288,"വിജയവാഡ
"
2289,"രാജ്കോട്ട്
"
2290,"ഷില്ലോങ്
"
2291,"പാരിപ്പള്ളി
"
2292,"മൊറാദാബാദ്
"
2293,"ചത്തീസ്ഘട്ട്
"
2294,"മുസ്സൂറി
"
2295,"ഗാസിയാബാദ്
"
2296,"മഗധ
"
2297,"ജമ്മു
"
2298,"ചാര്‍ബഗ്ഗ്
"
2299,"നാഗപട്ടണം
"
2300,"വൈക്കം
"
2301,"നുങ്കംപക്കം
"
2302,"ചത്തീസ്ഘട്ട്
"
2303,"മധ്യപ്രദേശ്
"
2304,"ഇറ്റാനഗര്‍
"
2305,"ഇടുക്കി
"
2306,"തെന്‍മല
"
2307,"ഭരത്പൂര്‍
"
2308,"പൊന്‍മുടി
"
2309,"മഹാരാഷ്ട്ര
"
2310,"ഗോളിയര്‍
"
2311,"സൂററ്റ്
"
2312,"കന്യാകുമാരി
"
2313,"ഹിന്ദുപൂര്‍
"
2314,"കോഴിമല
"
2315,"ചാര്‍ബഗ്ഗ്
"
2316,"ആനമുടി
"
2317,"തിരുവന്തപുരം
"
2318,"ജബല്‍പൂര്‍
"
2319,"ഉദയ്പൂര്‍
"
2320,"ദിസ്പൂര്‍
"
2321,"തളിയോലപ്പറമ്പ്
"
2322,"ഹരിയാന
"
2323,"ബാംഗ്ലൂര്‍
"
2324,"മാംഗ്ലൂര്‍
"
2325,"കുമാരപുരം
"
2326,"മാഹി
"
2327,"അഹമ്മദാബാദ്
"
2328,"ജയ്സാല്‍മര്‍
"
2329,"ഗാന്ധിനഗര്‍
"
2330,"ഉത്തരാഞ്ചല്‍
"
2331,"ഗുല്‍ബര്‍ഗ്
"
2332,"ചന്ദ്രപൂര്‍
"
2333,"നെല്ലിയാംപതി
"
2334,"ഭരത്പൂര്‍
"
2335,"ഋഷികേശ്
"
2336,"ഷില്ലോങ്
"
2337,"ലഡാക്
"
2338,"ഗയ
"
2339,"മാഹി
"
2340,"ജയ്സാല്‍മര്‍
"
2341,"ലുധിയാന
"
2342,"തളിയോലപ്പറമ്പ്
"
2343,"പാളയം
"
2344,"പാറശാല
"
2345,"സൂററ്റ്
"
2346,"കന്യാകുമാരി
"
2347,"നാഗ്പൂര്‍
"
2348,"തേക്കടി
"
2349,"മൂന്നാര്‍
"
2350,"കാരക്കല്‍
"
2351,"ചേലക്കര
"
2352,"വേളാങ്കണ്ണി
"
2353,"ഫരീദാബാദ്
"
2354,"ജയ്സാല്‍മര്‍
"
2355,"വെല്ലൂര്‍
"
2356,"വിജയവാഡ
"
2357,"ഹൈദ്രാബാദ്
"
2358,"ഡാക്ക
"
2359,"നാഗ്പൂര്‍
"
2360,"തേക്കടി
"
2361,"കൊര്‍ണാക്ക്
"
2362,"മഹാരാഷ്ട്ര
"
2363,"ശ്രീരംഗപട്ടണം
"
2364,"ഗാന്ധിനഗര്‍
"
2365,"കൊല്‍ഹാവൂര്‍
"
2366,"ചെന്നൈ
"
2367,"എറണാകുളം
"
2368,"നെടുങ്കണ്ടം
"
2369,"മേഖാലയ
"
2370,"മുസ്സൂറി
"
2371,"ഗുവാഹട്ടി
"
2372,"ഇടുക്കി
"
2373,"തഞ്ചാവൂര്‍
"
2374,"പാറശാല
"
2375,"മാഹി
"
2376,"ആലപ്പുഴ
"
2377,"ഗാന്ധിനഗര്‍
"
2378,"കോട്ടയം
"
2379,"ചേലക്കര
"
2380,"മണിപ്പൂര്‍
"
2381,"മലപ്പുറം
"
2382,"പൈനാവ്
"
2383,"ഹരിദ്വാര്‍
"
2384,"ബാംഗ്ലൂര്‍
"
2385,"ചെറു
"
2386,"ഗുല്‍ബര്‍ഗ്
"
2387,"നാഗ്പൂര്‍
"
2388,"ഏറ്റുമാനൂര്‍
"
2389,"തെന്‍മല
"
2390,"ആലുവ
"
2391,"നെല്ലിയാംപതി
"
2392,"നെല്ലിയാംപതി
"
2393,"പോര്‍ട്ട്ബ്ലയര്‍
"
2394,"ഹൗറ
"
2395,"പോര്‍ട്ട്ബ്ലയര്‍
"
2396,"പത്തനംതിട്ട
"
2397,"മഹദ്
"
2398,"രാജസ്ഥാന്‍
"
2399,"അജ്മീര്‍
"
2400,"ശ്രീരംഗപട്ടണം
"
2401,"നാസിക്
"
2402,"അങ്കമാലി
"
