,Place
1865,"சன்ட ரவிதாஸ் நகர்
"
1866,"பன்ஜி
"
1867,"நாக்பூர்
"
1868,"பங்குடா
"
1869,"ஹகமதாபாத்
"
1870,"சுந்தர்கர்
"
1871,"ராம்பூர்
"
1872,"யஷ்வந்பூர்
"
1873,"ரத்னகிரி
"
1874,"கோர்பா
"
1875,"கன்னவ்ஜ்
"
1876,"ஹஜாரிபாக்
"
1877,"தேவரியா
"
1878,"மீரட்
"
1879,"காலஹந்தி
"
1880,"சிக்மங்லூர்
"
1881,"காந்திநகர்
"
1882,"டார்ஜிலிங்
"
1883,"பத்துவா
"
1884,"பர்தமான்
"
1885,"ராய்பூர்
"
1886,"திருவண்ணாமலை
"
1887,"பித்தவ்ராகர்
"
1888,"லட்னு
"
1889,"பலாமூ
"
1890,"ஈடாநகர்
"
1891,"அனந்பூர்
"
1892,"சம்பல்பூர்
"
1893,"கோகிமா
"
1894,"விழுப்புரம்
"
1895,"பாகல்பூர்
"
1896,"விருதுநகர்
"
1897,"சேனாபதி
"
1898,"நாசிக்
"
1899,"ஆசன்சோல்
"
1900,"கடலூர்
"
1901,"ஜபல்பூர்
"
1902,"கொச்சின்
"
1903,"ஹம்பி
"
1904,"போக்காரோ
"
1905,"மோதிஹரி
"
1906,"ஹமீர்பூர்
"
1907,"கட்டாக்
"
1908,"அக்பர்பூர்
"
1909,"கோட்டையம்
"
1910,"அம்ரித்சர்
"
1911,"குருசியங்
"
1912,"பூரி
"
1913,"கிருஷ்ணகிரி
"
1914,"சிரிக்காகூலம்
"
1915,"பேங்களுர்
"
1916,"ஆசன்சோல்
"
1917,"வேலூர்
"
1918,"மோதிஹரி
"
1919,"சோபன்
"
1920,"கூடுகாவ்ங்
"
1921,"சிப்லன்
"
1922,"அங்கலேஷ்வர்
"
1923,"காந்திநகர்
"
1924,"ஜான்சி
"
1925,"ஆஹம்கர்
"
1926,"ரங்காரெட்டி
"
1927,"ஜெய்பூர்
"
1928,"ராம்கர்
"
1929,"பிஞ்ஜவுர்
"
1930,"ஜெய்நகர்
"
1931,"சார்ட்பசா
"
1932,"பன்ஜி
"
1933,"கும்லா
"
1934,"பஸ்தி
"
1935,"மும்பை
"
1936,"ஈரோடு
"
1937,"ஊஸ்மனாபாத்
"
1938,"ஜெய்பூர்
"
1939,"நோய்டா
"
1940,"கொண்டா
"
1941,"பாலசோர்
"
1942,"கோல்பரா
"
1943,"கிரிடி
"
1944,"போபால்
"
1945,"காலிகட்
"
1946,"இம்பால்
"
1947,"கோவா
"
1948,"பில்வாடா
"
1949,"பத்ரக்
"
1950,"மதுபன்
"
1951,"அகர்தலா
"
1952,"அலவார்
"
1953,"பட்நகர்
"
1954,"ரோஸ்தா
"
1955,"கயம்கஞ்ஜ்
"
1956,"சம்பல்பூர்
"
1957,"ஹங்லாங்
"
1958,"ஈடுகி
"
1959,"ராம்பூர்
"
1960,"பெகுசராய்
"
1961,"பாகல்பூர்
"
1962,"ஜெய்நகர்
"
1963,"திண்டுகல்
"
1964,"பஸ்தி
"
1965,"மசூரி
"
1966,"கோடரம்மா
"
1967,"விசாகப்பட்டிணம்
"
1968,"ஹஜாரிபாக்
"
1969,"மைசூர்
"
1970,"எர்ணாகுலம்
"
1971,"அலவார்
"
1972,"தேனீ
"
1973,"ராமநாதபுரம்
"
1974,"கம்மம்
"
1975,"கோபால்பூர்
"
1976,"கான்பூர்
"
1977,"ஹோசங்காபாத்
"
1978,"ஹம்பி
"
1979,"கட்டாக்
"
1980,"ஈடாநகர்
"
1981,"மும்பை
"
1982,"படோதரா
"
1983,"தர்மசாலா
"
1984,"ரய்ரங்பூர்
"
1985,"மீரட்
"
1986,"சென்னை
"
1987,"கடலூர்
"
1988,"ச்சுடசந்பூர்
"
